id,grid_solution,steps
lgp-test-4x6-1,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique birthday month"", ""Everyone has a unique favorite cigar"", ""People use unique phone models"", ""They all have a unique favorite flower"", ""People have unique heights""], ""rows"": [[""1"", ""eric"", ""april"", ""pall mall"", ""oneplus 9"", ""carnations"", ""average""], [""2"", ""peter"", ""sept"", ""blue master"", ""iphone 13"", ""roses"", ""short""], [""3"", ""alice"", ""feb"", ""prince"", ""samsung galaxy s21"", ""lilies"", ""tall""], [""4"", ""arnold"", ""jan"", ""dunhill"", ""google pixel 6"", ""daffodils"", ""very short""]]}",64
lgp-test-4x4-29,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique heights"", ""Each person has a unique type of pet"", ""Everyone has something unique for lunch""], ""rows"": [[""1"", ""eric"", ""average"", ""fish"", ""spaghetti""], [""2"", ""arnold"", ""tall"", ""cat"", ""stew""], [""3"", ""peter"", ""very short"", ""bird"", ""grilled cheese""], [""4"", ""alice"", ""short"", ""dog"", ""pizza""]]}",75
lgp-test-6x3-0,"{""header"": [""House"", ""Each person has a unique name"", ""They all have a unique favorite flower"", ""The people are of nationalities""], ""rows"": [[""1"", ""peter"", ""lilies"", ""brit""], [""2"", ""bob"", ""carnations"", ""dane""], [""3"", ""alice"", ""daffodils"", ""german""], [""4"", ""arnold"", ""tulips"", ""swede""], [""5"", ""eric"", ""iris"", ""norwegian""], [""6"", ""carol"", ""roses"", ""chinese""]]}",120
lgp-test-4x4-14,"{""header"": [""House"", ""Each person has a unique name"", ""The mothers' names in different houses are unique"", ""Everyone has a favorite smoothie"", ""People have unique favorite book genres""], ""rows"": [[""1"", ""alice"", ""holly"", ""desert"", ""mystery""], [""2"", ""arnold"", ""kailyn"", ""watermelon"", ""science fiction""], [""3"", ""peter"", ""janelle"", ""dragonfruit"", ""fantasy""], [""4"", ""eric"", ""aniya"", ""cherry"", ""romance""]]}",91
lgp-test-2x4-39,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has something unique for lunch"", ""Each person has a unique type of pet"", ""Each person has an occupation""], ""rows"": [[""1"", ""arnold"", ""pizza"", ""dog"", ""doctor""], [""2"", ""eric"", ""grilled cheese"", ""cat"", ""engineer""]]}",9
lgp-test-4x3-37,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a favorite smoothie"", ""Each person has a unique hobby""], ""rows"": [[""1"", ""peter"", ""cherry"", ""photography""], [""2"", ""alice"", ""desert"", ""painting""], [""3"", ""eric"", ""watermelon"", ""gardening""], [""4"", ""arnold"", ""dragonfruit"", ""cooking""]]}",13
lgp-test-2x5-24,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique level of education"", ""Each mother is accompanied by their child"", ""People have unique favorite book genres"", ""Everyone has a favorite smoothie""], ""rows"": [[""1"", ""eric"", ""associate"", ""fred"", ""mystery"", ""cherry""], [""2"", ""arnold"", ""high school"", ""bella"", ""science fiction"", ""desert""]]}",12
lgp-test-2x2-29,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique favorite drink""], ""rows"": [[""1"", ""eric"", ""tea""], [""2"", ""arnold"", ""water""]]}",5
lgp-test-6x4-30,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite book genres"", ""People use unique phone models"", ""Each person has a unique favorite drink""], ""rows"": [[""1"", ""eric"", ""mystery"", ""google pixel 6"", ""root beer""], [""2"", ""peter"", ""romance"", ""samsung galaxy s21"", ""coffee""], [""3"", ""alice"", ""biography"", ""iphone 13"", ""water""], [""4"", ""bob"", ""science fiction"", ""oneplus 9"", ""milk""], [""5"", ""arnold"", ""historical fiction"", ""huawei p50"", ""tea""], [""6"", ""carol"", ""fantasy"", ""xiaomi mi 11"", ""boba tea""]]}",1058
lgp-test-2x5-1,,0
lgp-test-5x2-5,"{""header"": [""House"", ""Each person has a unique name"", ""Each person prefers a unique type of vacation""], ""rows"": [[""1"", ""bob"", ""mountain""], [""2"", ""alice"", ""city""], [""3"", ""peter"", ""beach""], [""4"", ""eric"", ""cruise""], [""5"", ""arnold"", ""camping""]]}",13
lgp-test-2x3-21,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar"", ""They all have a unique favorite flower""], ""rows"": [[""1"", ""eric"", ""pall mall"", ""carnations""], [""2"", ""arnold"", ""prince"", ""daffodils""]]}",8
lgp-test-6x3-31,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has something unique for lunch"", ""Each person lives in a unique style of house""], ""rows"": [[""1"", ""alice"", ""stew"", ""colonial""], [""2"", ""carol"", ""grilled cheese"", ""victorian""], [""3"", ""bob"", ""spaghetti"", ""modern""], [""4"", ""eric"", ""stir fry"", ""craftsman""], [""5"", ""peter"", ""soup"", ""ranch""], [""6"", ""arnold"", ""pizza"", ""mediterranean""]]}",9014
lgp-test-4x6-12,"{""header"": [""House"", ""Each person has a unique name"", ""Each person lives in a unique style of house"", ""Everyone has a unique favorite cigar"", ""Each person has an occupation"", ""They all have a unique favorite flower"", ""The people keep unique animals""], ""rows"": [[""1"", ""eric"", ""ranch"", ""prince"", ""doctor"", ""carnations"", ""horse""], [""2"", ""alice"", ""craftsman"", ""blue master"", ""artist"", ""lilies"", ""fish""], [""3"", ""arnold"", ""colonial"", ""pall mall"", ""engineer"", ""daffodils"", ""cat""], [""4"", ""peter"", ""victorian"", ""dunhill"", ""teacher"", ""roses"", ""bird""]]}",244
lgp-test-2x2-5,"{""header"": [""House"", ""Each person has a unique name"", ""Each person lives in a unique style of house""], ""rows"": [[""1"", ""eric"", ""victorian""], [""2"", ""arnold"", ""colonial""]]}",5
lgp-test-6x5-6,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique birthday month"", ""Each person has a unique type of pet"", ""People have unique favorite music genres"", ""People have unique favorite book genres""], ""rows"": [[""1"", ""peter"", ""jan"", ""cat"", ""hip hop"", ""romance""], [""2"", ""arnold"", ""mar"", ""hamster"", ""classical"", ""science fiction""], [""3"", ""eric"", ""may"", ""dog"", ""rock"", ""biography""], [""4"", ""carol"", ""feb"", ""fish"", ""country"", ""historical fiction""], [""5"", ""alice"", ""sept"", ""rabbit"", ""pop"", ""fantasy""], [""6"", ""bob"", ""april"", ""bird"", ""jazz"", ""mystery""]]}",1037
lgp-test-5x2-39,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique level of education""], ""rows"": [[""1"", ""eric"", ""high school""], [""2"", ""peter"", ""associate""], [""3"", ""alice"", ""master""], [""4"", ""bob"", ""doctorate""], [""5"", ""arnold"", ""bachelor""]]}",17
lgp-test-4x2-39,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has something unique for lunch""], ""rows"": [[""1"", ""peter"", ""spaghetti""], [""2"", ""arnold"", ""stew""], [""3"", ""alice"", ""pizza""], [""4"", ""eric"", ""grilled cheese""]]}",12
lgp-test-5x5-9,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique favorite drink"", ""Each person has a favorite color"", ""They all have a unique favorite flower"", ""Each person has a unique hobby""], ""rows"": [[""1"", ""eric"", ""root beer"", ""yellow"", ""carnations"", ""gardening""], [""2"", ""arnold"", ""tea"", ""white"", ""roses"", ""photography""], [""3"", ""peter"", ""water"", ""red"", ""daffodils"", ""knitting""], [""4"", ""bob"", ""milk"", ""blue"", ""tulips"", ""cooking""], [""5"", ""alice"", ""coffee"", ""green"", ""lilies"", ""painting""]]}",8096
lgp-test-2x6-33,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a favorite color"", ""Everyone has a favorite smoothie"", ""Each mother is accompanied by their child"", ""Each person has a unique birthday month"", ""People own unique car models""], ""rows"": [[""1"", ""arnold"", ""red"", ""desert"", ""bella"", ""april"", ""tesla model 3""], [""2"", ""eric"", ""yellow"", ""cherry"", ""fred"", ""sept"", ""ford f150""]]}",13
lgp-test-5x5-32,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a favorite smoothie"", ""The people keep unique animals"", ""Each person prefers a unique type of vacation"", ""Each person has a unique favorite drink""], ""rows"": [[""1"", ""peter"", ""watermelon"", ""fish"", ""cruise"", ""water""], [""2"", ""bob"", ""dragonfruit"", ""bird"", ""camping"", ""milk""], [""3"", ""eric"", ""cherry"", ""cat"", ""beach"", ""coffee""], [""4"", ""alice"", ""desert"", ""dog"", ""mountain"", ""tea""], [""5"", ""arnold"", ""lime"", ""horse"", ""city"", ""root beer""]]}",557
lgp-test-5x2-26,"{""header"": [""House"", ""Each person has a unique name"", ""Each person prefers a unique type of vacation""], ""rows"": [[""1"", ""eric"", ""cruise""], [""2"", ""bob"", ""mountain""], [""3"", ""alice"", ""beach""], [""4"", ""arnold"", ""city""], [""5"", ""peter"", ""camping""]]}",24
lgp-test-4x6-11,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique hobby"", ""The people keep unique animals"", ""People have unique favorite book genres"", ""Each person has a unique birthday month"", ""People have unique favorite music genres""], ""rows"": [[""1"", ""peter"", ""painting"", ""fish"", ""fantasy"", ""feb"", ""pop""], [""2"", ""alice"", ""cooking"", ""bird"", ""romance"", ""sept"", ""jazz""], [""3"", ""arnold"", ""gardening"", ""horse"", ""mystery"", ""april"", ""rock""], [""4"", ""eric"", ""photography"", ""cat"", ""science fiction"", ""jan"", ""classical""]]}",33
lgp-test-2x2-17,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar""], ""rows"": [[""1"", ""arnold"", ""pall mall""], [""2"", ""eric"", ""prince""]]}",5
lgp-test-5x5-22,"{""header"": [""House"", ""Each person has a unique name"", ""Each person prefers a unique type of vacation"", ""Each person lives in a unique style of house"", ""Each person has a unique level of education"", ""The mothers' names in different houses are unique""], ""rows"": [[""1"", ""eric"", ""mountain"", ""ranch"", ""bachelor"", ""aniya""], [""2"", ""alice"", ""beach"", ""victorian"", ""associate"", ""janelle""], [""3"", ""arnold"", ""city"", ""colonial"", ""doctorate"", ""penny""], [""4"", ""bob"", ""cruise"", ""craftsman"", ""master"", ""kailyn""], [""5"", ""peter"", ""camping"", ""modern"", ""high school"", ""holly""]]}",286
lgp-test-6x4-34,"{""header"": [""House"", ""Each person has a unique name"", ""The people are of nationalities"", ""People have unique favorite book genres"", ""The mothers' names in different houses are unique""], ""rows"": [[""1"", ""alice"", ""german"", ""science fiction"", ""penny""], [""2"", ""arnold"", ""dane"", ""historical fiction"", ""kailyn""], [""3"", ""carol"", ""norwegian"", ""romance"", ""sarah""], [""4"", ""peter"", ""brit"", ""mystery"", ""aniya""], [""5"", ""bob"", ""chinese"", ""biography"", ""holly""], [""6"", ""eric"", ""swede"", ""fantasy"", ""janelle""]]}",1700
lgp-test-4x4-30,"{""header"": [""House"", ""Each person has a unique name"", ""They all have a unique favorite flower"", ""Each person has an occupation"", ""Everyone has a favorite smoothie""], ""rows"": [[""1"", ""alice"", ""lilies"", ""engineer"", ""dragonfruit""], [""2"", ""eric"", ""roses"", ""teacher"", ""cherry""], [""3"", ""peter"", ""carnations"", ""doctor"", ""desert""], [""4"", ""arnold"", ""daffodils"", ""artist"", ""watermelon""]]}",37
lgp-test-4x6-13,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar"", ""Each person lives in a unique style of house"", ""Each person has a unique birthday month"", ""Each person has an occupation"", ""Each mother is accompanied by their child""], ""rows"": [[""1"", ""alice"", ""pall mall"", ""victorian"", ""feb"", ""doctor"", ""fred""], [""2"", ""arnold"", ""blue master"", ""ranch"", ""sept"", ""teacher"", ""bella""], [""3"", ""eric"", ""dunhill"", ""colonial"", ""april"", ""artist"", ""samantha""], [""4"", ""peter"", ""prince"", ""craftsman"", ""jan"", ""engineer"", ""meredith""]]}",124
lgp-test-2x5-18,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite book genres"", ""People own unique car models"", ""Each person has a unique hobby"", ""Each person has a unique favorite drink""], ""rows"": [[""1"", ""arnold"", ""science fiction"", ""ford f150"", ""photography"", ""water""], [""2"", ""eric"", ""mystery"", ""tesla model 3"", ""gardening"", ""tea""]]}",19
lgp-test-2x6-31,"{""header"": [""House"", ""Each person has a unique name"", ""People own unique car models"", ""People use unique phone models"", ""Each person has a unique favorite drink"", ""Each person has a unique birthday month"", ""The people are of nationalities""], ""rows"": [[""1"", ""eric"", ""ford f150"", ""iphone 13"", ""water"", ""april"", ""dane""], [""2"", ""arnold"", ""tesla model 3"", ""samsung galaxy s21"", ""tea"", ""sept"", ""brit""]]}",13
lgp-test-2x2-4,"{""header"": [""House"", ""Each person has a unique name"", ""People own unique car models""], ""rows"": [[""1"", ""eric"", ""tesla model 3""], [""2"", ""arnold"", ""ford f150""]]}",5
lgp-test-4x3-3,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar"", ""People have unique heights""], ""rows"": [[""1"", ""peter"", ""pall mall"", ""tall""], [""2"", ""arnold"", ""dunhill"", ""very short""], [""3"", ""alice"", ""prince"", ""average""], [""4"", ""eric"", ""blue master"", ""short""]]}",26
lgp-test-2x2-20,"{""header"": [""House"", ""Each person has a unique name"", ""Each mother is accompanied by their child""], ""rows"": [[""1"", ""arnold"", ""fred""], [""2"", ""eric"", ""bella""]]}",5
lgp-test-3x2-13,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique hobby""], ""rows"": [[""1"", ""eric"", ""photography""], [""2"", ""arnold"", ""cooking""], [""3"", ""peter"", ""gardening""]]}",12
lgp-test-2x3-24,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique favorite drink"", ""Each person has an occupation""], ""rows"": [[""1"", ""arnold"", ""water"", ""engineer""], [""2"", ""eric"", ""tea"", ""doctor""]]}",7
lgp-test-4x2-11,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a favorite smoothie""], ""rows"": [[""1"", ""alice"", ""dragonfruit""], [""2"", ""peter"", ""cherry""], [""3"", ""arnold"", ""watermelon""], [""4"", ""eric"", ""desert""]]}",14
lgp-test-3x4-21,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite music genres"", ""The people keep unique animals"", ""Each mother is accompanied by their child""], ""rows"": [[""1"", ""eric"", ""rock"", ""bird"", ""fred""], [""2"", ""peter"", ""pop"", ""horse"", ""meredith""], [""3"", ""arnold"", ""classical"", ""cat"", ""bella""]]}",14
lgp-test-3x5-13,"{""header"": [""House"", ""Each person has a unique name"", ""Each person lives in a unique style of house"", ""They all have a unique favorite flower"", ""The people keep unique animals"", ""The people are of nationalities""], ""rows"": [[""1"", ""peter"", ""colonial"", ""daffodils"", ""bird"", ""brit""], [""2"", ""eric"", ""victorian"", ""carnations"", ""cat"", ""swede""], [""3"", ""arnold"", ""ranch"", ""lilies"", ""horse"", ""dane""]]}",71
lgp-test-2x6-32,"{""header"": [""House"", ""Each person has a unique name"", ""They all have a unique favorite flower"", ""People have unique favorite book genres"", ""The people are of nationalities"", ""The people keep unique animals"", ""People have unique favorite music genres""], ""rows"": [[""1"", ""arnold"", ""carnations"", ""mystery"", ""brit"", ""cat"", ""rock""], [""2"", ""eric"", ""daffodils"", ""science fiction"", ""dane"", ""horse"", ""pop""]]}",13
